Date,Adj Close,Close,High,Low,Open,Volume
2024-12-30,9.890000343322754,9.890000343322754,9.920000076293945,9.800000190734863,9.899999618530273,157500.0
2024-12-31,9.890000343322754,9.890000343322754,9.890000343322754,9.869999885559082,9.869999885559082,3000.0
2025-01-02,9.869999885559082,9.869999885559082,9.899999618530273,9.869999885559082,9.899999618530273,1500.0
2025-01-03,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0.0
2025-01-06,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,1100.0
2025-01-07,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0.0
2025-01-08,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,0.0
2025-01-10,9.885000228881836,9.885000228881836,9.885000228881836,9.885000228881836,9.885000228881836,297700.0
2025-01-13,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,500.0
2025-01-14,9.904999732971191,9.904999732971191,10.0,9.904999732971191,10.0,400.0
2025-01-15,9.90999984741211,9.90999984741211,9.989999771118164,9.904999732971191,9.989999771118164,389900.0
2025-01-16,9.90999984741211,9.90999984741211,9.90999984741211,9.909000396728516,9.90999984741211,152400.0
2025-01-17,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,9.90999984741211,0.0
2025-01-21,9.920000076293945,9.920000076293945,9.944999694824219,9.899999618530273,9.944999694824219,14100.0
2025-01-22,9.90999984741211,9.90999984741211,9.90999984741211,9.899999618530273,9.901000022888184,3100.0
2025-01-23,9.90999984741211,9.90999984741211,9.949999809265137,9.90999984741211,9.920000076293945,8100.0
2025-01-24,9.925000190734863,9.925000190734863,9.930000305175781,9.899999618530273,9.90999984741211,33900.0
2025-01-27,9.920000076293945,9.920000076293945,9.979999542236328,9.90999984741211,9.979999542236328,5900.0
2025-01-28,9.920000076293945,9.920000076293945,9.9399995803833,9.920000076293945,9.923999786376953,4300.0
2025-01-29,9.949999809265137,9.949999809265137,9.949999809265137,9.920000076293945,9.920000076293945,288200.0
2025-01-30,9.930000305175781,9.930000305175781,9.930000305175781,9.920000076293945,9.920000076293945,2100.0
2025-01-31,9.9399995803833,9.9399995803833,9.949999809265137,9.930999755859375,9.930999755859375,400.0
2025-02-03,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,200.0
2025-02-04,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,9.930000305175781,100.0
2025-02-05,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,25000.0
